Date;Heure;Dept;Com;Adresse;Code postal;Carr;Segm;Lieu 1 NomV;Lieu 2 NomV;Véhicule 1 Cadmin;Véhicule 1 LVeh;Véhicle 2 CAdmin;Véhicule 2 LVeh;Véhicule 3 CAdmin;Véhicule 3 LVeh;Usager 1 CatU;Usager 1 Grav;Usager 1 Lveh;Usager 2 CatU;Usager 2 Grav;Usager 2 Lveh;Usager 3 CatU;Usager 3 Grav;Usager 3 Lveh;Usager 4 CatU;Usager 4 Grav;Usager 4 Lveh;Coordonnées
2013-12-06;20:00;75;111;10, AVENUE PARMENTIER;75111;1_75111_9780;;AVENUE PARMENTIER;RUE SEDAINE;Moto50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.859285, 2.379629
2013-06-28;00:40;75;111;RUE DU FAUBOURG SAINT AN;75111;1_75111_9835;;RUE DU FAUBOURG SAINT ANTOINE;RUE DE LA FORGE ROYALE;Scoo50-125;A;Bicy;B;;;Cond;BH;A;Cond;BL;B;;;;;;;48.850992, 2.379787
2013-12-10;00:30;75;111;RUE SAINT MAUR;75111;1_75111_9838;;RUE SAINT MAUR;PASSAGE GUILHEM;Moto50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.864706, 2.378067
2012-03-02;20:50;75;111;1-3, RUE CAMILLE DESMOUL;75111;1_75111_9843;;RUE CAMILLE DESMOULINS;PLACE LEON BLUM;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.859121, 2.38166
2013-08-18;23:00;75;111;4, PLACE LEON BLUM;75111;1_75111_9855;;PLACE LEON BLUM;RUE DE LA ROQUETTE;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;;48.858189, 2.380835
2013-06-12;00:30;75;111;130, RUE DE LA ROQUETTE;75111;1_75111_9855;;RUE DE LA ROQUETTE;BOULEVARD VOLTAIRE;Cyclo;Z;;;;;Piéto;BL;Z;;;;;;;;;;48.857409, 2.379928
2013-10-07;06:20;75;111;113, BOULEVARD VOLTAIRE;75111;1_75111_9889;;BOULEVARD VOLTAIRE;RUE RICHARD LENOIR;VU;A;;;;;Cond;BL;A;;;;;;;;;;48.857421, 2.381081
2012-08-18;15:20;75;111;136, RUE DE LA ROQUETTE;75111;1_75111_9903;;RUE DE LA ROQUETTE;PLACE LEON BLUM;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.857701, 2.380909
2013-07-13;16:20;75;111;136, RUE DE LA ROQUETTE;75111;1_75111_9903;;RUE DE LA ROQUETTE;PLACE LEON BLUM;VL;Z;;;;;Piéto;BL;Z;;;;;;;;;;48.857701, 2.380909
2013-01-25;17:00;75;111;31, RUE SAINT MAUR;75111;1_75111_9908;;RUE SAINT MAUR;RUE DU CHEMIN VERT;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.860914, 2.381205
2012-06-04;19:20;75;111;13, BOULEVARD DE BELLEVI;75111;1_75111_9933;;BOULEVARD DE BELLEVILLE;IMPASSE QUESTRE;Moto>125;A;;;;;Cond;Indem;A;Piéto;BH;A;;;;;;;48.867826, 2.381877
2013-02-01;15:10;75;111;117, RUE DE LA ROQUETTE;75111;1_75111_9938;;RUE DE LA ROQUETTE;RUE AUGUSTE LAURENT;Bicy;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;;48.858109, 2.381618
2013-09-19;17:35;75;111;81, RUE DU FAUBOURG SAIN;75111;;;RUE DU FAUBOURG SAINT ANTOINE;;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.851737, 2.374767
2013-10-16;19:00;75;111;133, RUE DU FAUBOURG SAI;75111;;;RUE DU FAUBOURG SAINT ANTOINE;;Moto>125;A;VL;B;;;Cond;Indem;B;Piéto;BL;A;Cond;Indem;A;;;;48.850942, 2.377769
2013-04-14;01:15;75;111;95, RUE DU FAUBOURG SAIN;75111;;;RUE DU FAUBOURG SAINT ANTOINE;;VL;A;Bicy;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.851562, 2.37546
2013-10-29;19:45;75;111;90, BOULEVARD VOLTAIRE;75111;;;BOULEVARD VOLTAIRE;;Scoo<=50;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.860224, 2.375728
2012-06-27;11:30;75;111;79, BOULEVARD RICHARD LE;75111;;;BOULEVARD RICHARD LENOIR;;VL;A;Scoo50-125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.861126, 2.372131
2013-04-13;22:15;75;111;80, RUE DE CHARONNE;75111;;;RUE DE CHARONNE;;Cyclo;A;VL;B;;;Cond;BL;A;Cond;Indem;B;Pass;BL;B;;;;48.853592, 2.380827
2012-01-20;18:15;75;111;107, BOULEVARD VOLTAIRE;75111;;;BOULEVARD VOLTAIRE;;Moto>125;A;;;;;Cond;BL;A;;;;;;;;;;48.85859, 2.379116
2012-08-18;22:15;75;111;20-22, RUE SEDAINE;75111;;;RUE SEDAINE;;VL;A;;;;;Cond;BL;A;Pass;BL;A;Piéto;BL;A;;;;48.856102, 2.372774
2012-02-15;17:05;75;111;121, AVENUE LEDRU ROLLIN;75111;;;AVENUE LEDRU ROLLIN;;Cyclo;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.853929, 2.377487
2013-10-30;09:10;75;111;130, BOULEVARD VOLTAIRE;75111;;;BOULEVARD VOLTAIRE;;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;;48.857469, 2.380349
2012-05-11;17:15;75;111;33 BIS, RUE FAIDHERBE;75111;;;RUE FAIDHERBE;;Cyclo;A;Scoo<=50;Z;;;Pass;BL;A;Cond;Indem;A;;;;;;;48.853081, 2.382692
2013-06-04;13:23;75;111;67, BOULEVARD DE BELLEVI;75111;;;BOULEVARD DE BELLEVILLE;;VL;A;Scoo<=50;B;;;Cond;Indem;B;Cond;Indem;A;Pass;BL;B;;;;48.870402, 2.378465
2012-01-02;16:10;75;112;BOULEVARD DIDEROT;75112;;;BOULEVARD DIDEROT;;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.846781, 2.382082
2013-05-01;18:30;75;112;128, BOULEVARD DIDEROT;75112;;;BOULEVARD DIDEROT;;VL;A;Scoo50-125;B;;;Cond;Indem;B;Cond;Indem;A;Pass;BL;B;;;;48.847467, 2.388224
2013-03-01;23:15;75;112;162, BOULEVARD DIDEROT;75112;;;BOULEVARD DIDEROT;;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BH;B;;;;;;;48.847791, 2.39205
2012-05-29;01:50;75;112;145, BOULEVARD DIDEROT;75112;;;BOULEVARD DIDEROT;;VL;A;;;;;Cond;Indem;A;Pass;BL;A;;;;;;;48.846781, 2.382082
2012-02-16;10:00;75;112;89, RUE DE REUILLY;75112;;;RUE DE REUILLY;;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.84456, 2.390009
2013-01-11;12:00;75;112;11, AVENUE DE SAINT MAND;75112;;;AVENUE DE SAINT MANDE;;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.845587, 2.397103
2013-07-27;17:05;75;112;PLACE DE LA NATION;75112;;;PLACE DE LA NATION;;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;;48.847536, 2.395895
2013-01-31;18:30;75;112;0, AVENUE DE GRAVELLE;75112;;;AVENUE DE GRAVELLE * ST MAURICE/CHARENTO;;Scoo>125;A;Bicy;B;VL;C;Cond;Indem;A;Cond;BL;B;Cond;Indem;C;;;;48.824829, 2.411908
2013-04-25;20:05;75;112;AVENUE DE SAINT MAURICE;75112;;;AVENUE DE SAINT MAURICE;;Moto>125;A;;;;;Cond;BH;A;;;;;;;;;;48.829917, 2.420101
2013-08-28;18:00;75;112;BOULEVARD DE LA GUYANE;75112;;;BOULEVARD DE LA GUYANE;;Bicy;A;;;;;Cond;BL;A;;;;;;;;;;48.841541, 2.414269
2013-11-25;16:45;75;112;20, BOULEVARD DE LA GUYA;75112;;;BOULEVARD DE LA GUYANE;;VL;A;VL;B;VL;C;Cond;Indem;A;Cond;BL;C;Cond;Indem;B;Pass;BL;C;48.841541, 2.414269
2012-04-22;11:40;75;112;ROUTE DE CEINTURE DU LAC;75112;;;ROUTE DE CEINTURE DU LAC DAUMESNIL;;VL;A;;;;;Cond;BL;A;;;;;;;;;;48.830603, 2.409328
2012-01-17;08:00;75;112;ROUTE DE CEINTURE DU LAC;75112;;;ROUTE DE CEINTURE DU LAC DAUMESNIL;;VL;A;Moto>125;B;;;Cond;BL;A;Cond;BH;B;;;;;;;48.830603, 2.409328
2013-09-04;20:00;75;112;/, ROUTE DE CEINTURE DU;75112;;;ROUTE DE CEINTURE DU LAC DAUMESNIL;;Moto>125;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.830603, 2.409328
2013-04-18;17:50;75;112;ROUTE DE CEINTURE DU LAC;75112;;;ROUTE DE CEINTURE DU LAC DAUMESNIL;;Moto>125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.830603, 2.409328
2013-04-27;18:00;75;112;AVENUE DE SAINT MAURICE;75112;;;AVENUE DE SAINT MAURICE;;VL;A;Moto50-125;B;;;Cond;Indem;A;Pass;BL;B;Cond;Indem;B;;;;48.829917, 2.420101
2013-02-23;01:50;75;112;PORTE DE CHARENTON;75112;;;BD PERIPHERIQUE INTERIEUR;;VL;A;VL;B;VL;Z;Cond;BL;A;Cond;BL;B;;;;;;;48.82968, 2.401102
2013-06-15;17:20;75;112;PORTE DE CHARENTON;75112;;;BD PERIPHERIQUE EXTERIEUR;;VU;A;VL;B;VL;C;Cond;Indem;A;Cond;Indem;B;Cond;Indem;C;Pass;BL;C;48.82968, 2.401102
2012-09-28;16:00;75;112;BPI DOREE CHARENTON;75112;;;BD PERIPHERIQUE INTERIEUR;;Scoo50-125;A;VU;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.853173, 2.370229
2013-09-29;18:35;75;112;BPI DOREE CHARENTON;75112;;;BD PERIPHERIQUE INTERIEUR;;Scoo50-125;A;Scoo>125;B;VL;C;Cond;BL;A;Pass;BL;B;Cond;Indem;C;Cond;BL;B;48.853173, 2.370229
2012-08-10;08:30;75;112;BOULEVARD PERIPHERIQUE E;75112;;;BD PERIPHERIQUE EXTERIEUR;;Moto50-125;A;VL;B;;;Cond;BH;A;Cond;Indem;B;;;;;;;
2013-05-27;09:10;75;112;PORTE DE CHARENTON;75112;;;BD PERIPHERIQUE EXTERIEUR;;Moto>125;A;VL;B;VL;C;Cond;BL;A;Cond;Indem;B;Cond;Indem;C;;;;48.82968, 2.401102
2013-11-14;16:40;75;112;PORTE DE CHARENTON;75112;;;BD PERIPHERIQUE EXTERIEUR;;Scoo50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.82968, 2.401102
2012-11-06;17:25;75;112;BPE CHARENTON DOREE;75112;;;BD PERIPHERIQUE EXTERIEUR;;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;
2012-12-23;23:00;75;112;BPE CHARENTON DOREE;75112;;;BD PERIPHERIQUE EXTERIEUR;;VL;A;VL;B;VL;C;Cond;BL;A;Cond;Indem;C;Cond;Indem;B;Pass;BL;A;
2013-03-25;21:00;75;112;75, BOULEVARD SOULT;75112;;;BOULEVARD SOULT;;VL;A;;;;;Piéto;BH;A;Cond;Indem;A;;;;;;;48.841298, 2.409052
2012-05-29;09:00;75;112;91, BOULEVARD SOULT;75112;;;BOULEVARD SOULT;;VU;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.842369, 2.409398
2012-11-08;18:20;75;112;263, AVENUE DAUMESNIL;75112;;;AVENUE DAUMESNIL;;VL;A;Bicy;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.836449, 2.404717
2012-12-10;08:20;75;112;264, AVENUE DAUMESNIL;75112;;;AVENUE DAUMESNIL;;Scoo<=50;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.836217, 2.404115
2013-09-04;08:40;75;112;PORTE DE CHARENTON;75112;;;BD PERIPHERIQUE EXTERIEUR;;VU;A;VL;B;VL;C;Cond;Indem;A;Cond;BL;B;Pass;BL;B;Cond;Indem;C;48.82968, 2.401102
2012-01-15;14:15;75;112;PORTE DE SAINT MANDE;75112;;;BD PERIPHERIQUE INTERIEUR;;VL;A;VL;B;VL;C;Cond;BL;A;Cond;Indem;B;Pass;BL;B;Cond;BL;C;48.844902, 2.40279
2012-07-04;16:00;75;112;BD PERIPHERIQUE INTERIEU;75112;;;BD PERIPHERIQUE INTERIEUR;;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.845409, 2.409238
2012-07-30;17:10;75;112;BPI DOREE CHARENTON;75112;;;BD PERIPHERIQUE INTERIEUR;;VL;A;Moto50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.853173, 2.370229
2013-12-18;06:15;75;112;PORTE DE VINCENNES;75112;;;BD PERIPHERIQUE INTERIEUR;;Moto>125;A;VL;B;;;Cond;BH;A;Cond;Indem;B;;;;;;;48.846475, 2.413298
2012-04-21;03:55;75;112;58, COURS DE VINCENNES;75112;;;COURS DE VINCENNES;;VL;A;;;;;Cond;BH;A;Pass;BL;A;Pass;BH;A;;;;48.847281, 2.404008
2013-05-29;13:00;75;112;60, COURS DE VINCENNES;75112;;;COURS DE VINCENNES;;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.847264, 2.4042
2013-03-22;21:05;75;112;102, AVENUE DE SAINT MAN;75112;;;AVENUE DE SAINT MANDE;;VU;A;;;;;Cond;BL;A;;;;;;;;;;48.844226, 2.408543
2012-04-01;04:40;75;112;14, AVENUE DE LA PORTE D;75112;;;AVENUE DE LA PORTE DE VINCENNES;;VL;A;;;;;Cond;BL;A;Pass;BL;A;;;;;;;48.84648, 2.4131
2012-03-21;16:30;75;112;PORTE DOREE;75112;;;BD PERIPHERIQUE EXTERIEUR;;Moto>125;A;VL;Z;;;Cond;BL;A;;;;;;;;;;48.838961, 2.460235
2012-10-19;08:15;75;112;PORTE DOREE;75112;;;BD PERIPHERIQUE EXTERIEUR;;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.838961, 2.460235
2013-08-09;08:00;75;112;BOULEVARD PERIPHERIQUE;75112;;;BD PERIPHERIQUE EXTERIEUR;;VL;A;Voi;B;;;Cond;Indem;A;Cond;BL;B;Pass;BL;B;;;;48.83929, 2.384044
2012-08-30;05:10;75;112;ROUTE DU PARC;75112;;;ROUTE DU PARC;;VL;A;;;;;Cond;BL;A;;;;;;;;;;48.825192, 2.420848
2012-07-21;09:30;75;112;ROUTE DAUPHINE;75112;;;ROUTE DAUPHINE;;Bicy;A;Bicy;B;;;Cond;BL;A;Cond;BL;B;;;;;;;48.826534, 2.440725
2012-06-21;18:30;75;112;ESPLANADE SAINT LOUIS;75112;;;ESPLANADE SAINT LOUIS;;VU;A;;;;;Cond;BL;A;;;;;;;;;;48.840384, 2.435428
2013-09-14;23:30;75;112;ROUTE DE LA PYRAMIDE;75112;;;ROUTE DE LA PYRAMIDE;;VL;A;VL;B;;;Cond;Indem;A;Cond;BL;B;Pass;BL;B;;;;48.831004, 2.449134
2012-11-08;04:05;75;107;34, BOULEVARD DES INVALI;75107;;;BOULEVARD DES INVALIDES;;Bicy;A;;;;;Cond;BL;A;;;;;;;;;;48.851937, 2.314242
2012-02-27;19:40;75;107;5, RUE PAUL LOUIS COURIE;75107;;;RUE PAUL LOUIS COURIER;;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;;48.860911, 2.320158
2013-02-03;03:25;75;107;15, QUAI ANATOLE FRANCE;75107;;;QUAI ANATOLE FRANCE;;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.86132, 2.32318
2013-02-14;16:40;75;107;09, RUE BARBET DE JOUY;75107;;;RUE BARBET DE JOUY;;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.85315, 2.317475
2013-07-07;19:20;75;107;128, RUE DE L UNIVERSITE;75107;;;RUE DE L UNIVERSITE;;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;;48.86096, 2.317003
2012-02-04;16:25;75;107;VOIE EXPRESS RIVE GAUCHE;75107;;;PORT DES INVALIDES;;Moto>125;A;Cyclo;Z;;;Cond;BL;A;;;;;;;;;;
2012-07-28;15:45;75;107;1, PLACE DE FINLANDE;75107;;;PLACE DE FINLANDE;;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.86239, 2.311487
2013-06-27;11:45;75;107;41, RUE DE LILLE;75107;;;RUE DE LILLE;;Scoo50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.858878, 2.328312
2013-11-20;11:55;75;107;36, RUE DU BAC;75107;;;RUE DU BAC;;Moto>125;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.857123, 2.32745
2012-02-14;14:05;75;107;216, BOULEVARD SAINT GER;75107;;;BOULEVARD SAINT GERMAIN;;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.855272, 2.328165
2012-09-05;15:10;75;107;298, BOULEVARD SAINT GER;75107;;;BOULEVARD SAINT GERMAIN;;Scoo50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.857091, 2.325409
2012-07-18;23:05;75;108;PLACE CHARLES DE GAULLE;75108;1_75108_2132;;PLACE CHARLES DE GAULLE;AVENUE DES CHAMPS ELYSEES;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;Indem;B;Pass;BL;B;;;;48.873377, 2.295581
2013-05-06;09:17;75;108;1, PLACE CHARLES DE GAUL;75108;1_75108_2132;;PLACE CHARLES DE GAULLE;AVENUE DES CHAMPS ELYSEES;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.873377, 2.295581
2012-07-20;00:43;75;108;135, AVENUE DES CHAMPS E;75108;1_75108_2232;;AVENUE DES CHAMPS ELYSEES;RUE DE PRESBOURG;Scoo50-125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.873413, 2.306997
2012-08-23;14:35;75;108;156, AVENUE DES CHAMPS E;75108;1_75108_2232;;AVENUE DES CHAMPS ELYSEES;RUE DE TILSITT;VL;A;;;;;Cond;Indem;A;Piéto;BH;A;;;;;;;48.873254, 2.29682
2012-12-11;11:10;75;108;AVENUE DES CHAMPS ELYSEE;75108;1_75108_2232;;AVENUE DES CHAMPS ELYSEES;RUE DE PRESBOURG;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.870842, 2.304316
2013-01-13;18:30;75;108;133, AVENUE DES CHAMPS E;75108;1_75108_2232;;AVENUE DES CHAMPS ELYSEES;RUE DE PRESBOURG;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;;48.873413, 2.306997
2012-06-16;18:35;75;108;1, RUE BALZAC;75108;1_75108_2426;;RUE BALZAC;AVENUE DES CHAMPS ELYSEES;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.872431, 2.299525
2012-03-01;19:20;75;108;33, AVENUE DE FRIEDLAND;75108;1_75108_2435;;AVENUE DE FRIEDLAND;RUE CHATEAUBRIAND;Scoo50-125;A;;;;;Cond;BL;A;Piéto;BH;A;;;;;;;48.874107, 2.300193
2012-03-25;23:15;75;108;118, AVENUE DES CHAMPS E;75108;1_75108_2508;;AVENUE DES CHAMPS ELYSEES;RUE DE BASSANO;VL;A;VL;Z;;;Cond;BL;A;;;;;;;;;;48.873413, 2.306997
2012-01-02;23:00;75;108;AVENUE GEORGE V;75108;1_75108_2545;;AVENUE GEORGE V;RUE CHRISTOPHE COLOMB;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.865559, 2.301122
2012-07-28;19:15;75;108;AVENUE DES CHAMPS ELYSEE;75108;1_75108_2546;;AVENUE DES CHAMPS ELYSEES;RUE WASHINGTON;Moto>125;A;Moto>125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.870842, 2.304316
2013-11-01;12:11;75;108;101, AVENUE DES CHAMPS E;75108;1_75108_2546;;AVENUE DES CHAMPS ELYSEES;AVENUE GEORGE V;Scoo<=50;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.873413, 2.306997
2013-07-29;12:20;75;108;101, AVENUE DES CHAMPS E;75108;1_75108_2546;;AVENUE DES CHAMPS ELYSEES;AVENUE GEORGE V;Scoo>125;A;Moto>125;B;Scoo<=50;C;Cond;Indem;A;Cond;BL;B;Cond;Indem;C;Pass;BL;C;48.873413, 2.306997
2012-08-24;11:15;75;108;32, AVENUE GEORGE V;75108;1_75108_2557;;AVENUE GEORGE V;RUE PIERRE CHARRON;VL;A;Cyclo;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.865559, 2.301122
2013-09-09;09:30;75;108;31, AVENUE GEORGE V;75108;1_75108_2557;;AVENUE GEORGE V;RUE PIERRE CHARRON;Scoo<=50;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.865559, 2.301122
2013-12-06;21:15;75;108;29, AVENUE DE FRIEDLAND;75108;1_75108_2569;;AVENUE DE FRIEDLAND;RUE BALZAC;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.87415, 2.300573
2013-03-07;13:05;75;108;16, AVENUE DE FRIEDLAND;75108;1_75108_2569;;AVENUE DE FRIEDLAND;RUE BALZAC;Moto>125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.874588, 2.301083
2012-01-13;15:30;75;108;24, AVENUE GEORGE V;75108;1_75108_2570;;AVENUE GEORGE V;RUE DU BOCCADOR;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;;48.865559, 2.301122
2012-04-10;09:00;75;108;22, AVENUE GEORGE V;75108;1_75108_2570;;AVENUE GEORGE V;RUE DU BOCCADOR;VL;A;Scoo>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.865559, 2.301122
2012-03-06;02:30;75;108;15, AVENUE GEORGE V;75108;1_75108_2578;;AVENUE GEORGE V;RUE MARBEUF;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;;48.866449, 2.301076
2012-12-04;10:10;75;108;07, PLACE DE L ALMA;75108;1_75108_2595;;PLACE DE L ALMA;AVENUE GEORGE V;Moto>125;A;VU;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.864908, 2.301276
2012-10-02;10:55;75;108;94, AVENUE DES CHAMPS EL;75108;1_75108_2695;;AVENUE DES CHAMPS ELYSEES;RUE DE BERRI;Moto50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.871607, 2.301667
2012-12-11;07:00;75;108;91, AVENUE DES CHAMPS EL;75108;1_75108_2695;;AVENUE DES CHAMPS ELYSEES;RUE DE BERRI;VU;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.871171, 2.302098
2013-07-11;00:57;75;108;102, AVENUE DES CHAMPS E;75108;1_75108_2695;;AVENUE DES CHAMPS ELYSEES;RUE DE BERRI;Scoo50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.873413, 2.306997
2012-11-12;12:30;75;108;17, RUE CLEMENT MAROT;75108;1_75108_2712;;RUE CLEMENT MAROT;RUE MARBEUF;VL;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.867882, 2.302863
2013-03-28;23:15;75;108;77, RUE DE COURCELLES;75108;1_75108_2736;;RUE DE COURCELLES;BOULEVARD DE COURCELLES;VL;A;Cyclo;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.879004, 2.303299
2013-06-25;01:00;75;108;71/73, AVENUE DES CHAMPS;75108;1_75108_2768;;AVENUE DES CHAMPS ELYSEES;RUE LINCOLN;VL;A;VL;B;;;Cond;Indem;B;Cond;Indem;A;Pass;BL;B;;;;48.871018, 2.303575
2013-04-11;18:00;75;108;039, RUE FRANCOIS 1ER;75108;1_75108_2780;;RUE FRANCOIS 1ER;RUE MARBEUF;VU;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.867768, 2.305198
2013-10-08;01:00;75;108;76, AVENUE DES CHAMPS EL;75108;1_75108_2804;;AVENUE DES CHAMPS ELYSEES;ARCADES DES CHAMPS ELYSEES;VL;A;Moto50-125;B;;;Cond;Indem;A;Cond;Indem;B;Pass;BL;B;;;;48.871183, 2.304339
2012-08-29;13:30;75;108;03, AVENUE DE FRIEDLAND;75108;1_75108_2853;;AVENUE DE FRIEDLAND;RUE BERRYER;Moto>125;A;VL;B;VL;C;Cond;BL;A;Cond;Indem;B;Cond;Indem;C;;;;48.874354, 2.300837
2013-09-26;14:50;75;108;63, AVENUE DES CHAMPS EL;75108;1_75108_2898;;AVENUE DES CHAMPS ELYSEES;RUE PIERRE CHARRON;Scoo50-125;A;VU;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.870438, 2.304405
2012-09-17;15:00;75;108;2, AVENUE DE FRIEDLAND;75108;1_75108_2902;;AVENUE DE FRIEDLAND;RUE DU FAUBOURG SAINT HONORE;VL;A;;;;;Cond;BH;A;;;;;;;;;;48.875008, 2.30485
2012-09-11;21:20;75;108;39, AVENUE DES CHAMPS EL;75108;1_75108_2973;;AVENUE DES CHAMPS ELYSEES;RUE MARBEUF;Cyclo;A;;;;;Cond;BL;A;;;;;;;;;;48.869992, 2.30581
2013-05-16;18:20;75;108;37, AVENUE DES CHAMPS EL;75108;1_75108_2973;;AVENUE DES CHAMPS ELYSEES;RUE MARBEUF;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.869858, 2.306229
2013-01-12;07:30;75;108;52, AVENUE DES CHAMPS EL;75108;1_75108_2973;;AVENUE DES CHAMPS ELYSEES;RUE MARBEUF;Scoo>125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.870439, 2.306683
2012-01-14;03:30;75;108;RUE DE BERRI;75108;1_75108_2975;;RUE DE BERRI;RUE D ARTOIS;Cyclo;A;VL;Z;;;Cond;BL;A;;;;;;;;;;48.873156, 2.305478
2012-10-30;09:30;75;108;AVENUE DES CHAMPS ELYSEE;75108;1_75108_2984;;AVENUE DES CHAMPS ELYSEES;RUE DU COLISEE;Scoo<=50;A;PL>7,5;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.870842, 2.304316
2013-05-11;08:10;75;108;COURS ALBERT 1ER;75108;1_75108_2995;;COURS ALBERT 1ER;SOUTERRAIN COURS LA REINE;PL>7,5;A;VL;B;;;Cond;BL;B;Pass;BL;B;Cond;Indem;A;;;;48.864895, 2.30623
2012-11-11;05:30;75;108;103, RUE LA BOETIE;75108;1_75108_3035;;RUE LA BOETIE;RUE DE PONTHIEU;VL;A;;;;;Cond;Indem;A;Pass;BL;A;;;;;;;48.871284, 2.307158
2012-11-09;15:00;75;108;60, RUE DE LISBONNE;75108;1_75108_3088;;RUE DE LISBONNE;RUE REMBRANDT;Cyclo;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.87749, 2.307936
2012-05-09;02:30;75;108;81, RUE LA BOETIE;75108;1_75108_3148;;RUE LA BOETIE;RUE D ARTOIS;VL;A;VL;Z;;;Cond;BL;A;;;;;;;;;;48.872084, 2.309035
2012-03-13;07:50;75;108;73, AVENUE FRANKLIN D RO;75108;1_75108_3234;;PLACE CHASSAIGNE GOYON;RUE DU COMMANDANT RIVIERE;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.872955, 2.30986
